method,query_type,num_relations,graph_type,problem,num_decimal_pos,num_thres,num_mandatory_vars,num_approx_vars,num_total_vars
Legacy,steinbrunn,34,CHAIN,3,2,2,5446,904,6350
Novel,steinbrunn,34,CHAIN,3,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,3,2,3,5446,1356,6802
Novel,steinbrunn,34,CHAIN,3,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,3,2,4,5446,1808,7254
Novel,steinbrunn,34,CHAIN,3,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,3,2,5,5446,2260,7706
Novel,steinbrunn,34,CHAIN,3,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,3,2,6,5446,2712,8158
Novel,steinbrunn,34,CHAIN,3,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,3,2,7,5446,3164,8610
Novel,steinbrunn,34,CHAIN,3,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,3,2,8,5446,3616,9062
Novel,steinbrunn,34,CHAIN,3,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,4,0,1,5446,235,5681
Novel,steinbrunn,34,CHAIN,4,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,4,0,2,5446,470,5916
Novel,steinbrunn,34,CHAIN,4,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,4,0,3,5446,705,6151
Novel,steinbrunn,34,CHAIN,4,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,4,0,4,5446,940,6386
Novel,steinbrunn,34,CHAIN,4,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,4,0,5,5446,1175,6621
Novel,steinbrunn,34,CHAIN,4,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,4,0,6,5446,1410,6856
Novel,steinbrunn,34,CHAIN,4,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,4,0,7,5446,1645,7091
Novel,steinbrunn,34,CHAIN,4,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,4,0,8,5446,1880,7326
Novel,steinbrunn,34,CHAIN,4,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,4,1,1,5446,340,5786
Novel,steinbrunn,34,CHAIN,4,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,4,1,2,5446,680,6126
Novel,steinbrunn,34,CHAIN,4,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,4,1,3,5446,1020,6466
Novel,steinbrunn,34,CHAIN,4,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,4,1,4,5446,1360,6806
Novel,steinbrunn,34,CHAIN,4,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,4,1,5,5446,1700,7146
Novel,steinbrunn,34,CHAIN,4,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,4,1,6,5446,2040,7486
Novel,steinbrunn,34,CHAIN,4,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,4,1,7,5446,2380,7826
Novel,steinbrunn,34,CHAIN,4,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,4,1,8,5446,2720,8166
Novel,steinbrunn,34,CHAIN,4,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,4,2,1,5446,448,5894
Novel,steinbrunn,34,CHAIN,4,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,4,2,2,5446,896,6342
Novel,steinbrunn,34,CHAIN,4,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,4,2,3,5446,1344,6790
Novel,steinbrunn,34,CHAIN,4,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,4,2,4,5446,1792,7238
Novel,steinbrunn,34,CHAIN,4,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,4,2,5,5446,2240,7686
Novel,steinbrunn,34,CHAIN,4,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,4,2,6,5446,2688,8134
Novel,steinbrunn,34,CHAIN,4,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,4,2,7,5446,3136,8582
Novel,steinbrunn,34,CHAIN,4,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,4,2,8,5446,3584,9030
Novel,steinbrunn,34,CHAIN,4,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,5,0,1,5446,236,5682
Novel,steinbrunn,34,CHAIN,5,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,5,0,2,5446,472,5918
Novel,steinbrunn,34,CHAIN,5,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,5,0,3,5446,708,6154
Novel,steinbrunn,34,CHAIN,5,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,5,0,4,5446,944,6390
Novel,steinbrunn,34,CHAIN,5,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,5,0,5,5446,1180,6626
Novel,steinbrunn,34,CHAIN,5,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,5,0,6,5446,1416,6862
Novel,steinbrunn,34,CHAIN,5,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,5,0,7,5446,1652,7098
Novel,steinbrunn,34,CHAIN,5,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,5,0,8,5446,1888,7334
Novel,steinbrunn,34,CHAIN,5,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,5,1,1,5446,337,5783
Novel,steinbrunn,34,CHAIN,5,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,5,1,2,5446,674,6120
Novel,steinbrunn,34,CHAIN,5,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,5,1,3,5446,1011,6457
Novel,steinbrunn,34,CHAIN,5,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,5,1,4,5446,1348,6794
Novel,steinbrunn,34,CHAIN,5,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,5,1,5,5446,1685,7131
Novel,steinbrunn,34,CHAIN,5,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,5,1,6,5446,2022,7468
Novel,steinbrunn,34,CHAIN,5,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,5,1,7,5446,2359,7805
Novel,steinbrunn,34,CHAIN,5,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,5,1,8,5446,2696,8142
Novel,steinbrunn,34,CHAIN,5,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,5,2,1,5446,449,5895
Novel,steinbrunn,34,CHAIN,5,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,5,2,2,5446,898,6344
Novel,steinbrunn,34,CHAIN,5,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,5,2,3,5446,1347,6793
Novel,steinbrunn,34,CHAIN,5,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,5,2,4,5446,1796,7242
Novel,steinbrunn,34,CHAIN,5,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,5,2,5,5446,2245,7691
Novel,steinbrunn,34,CHAIN,5,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,5,2,6,5446,2694,8140
Novel,steinbrunn,34,CHAIN,5,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,5,2,7,5446,3143,8589
Novel,steinbrunn,34,CHAIN,5,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,5,2,8,5446,3592,9038
Novel,steinbrunn,34,CHAIN,5,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,6,0,1,5446,234,5680
Novel,steinbrunn,34,CHAIN,6,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,6,0,2,5446,468,5914
Novel,steinbrunn,34,CHAIN,6,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,6,0,3,5446,702,6148
Novel,steinbrunn,34,CHAIN,6,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,6,0,4,5446,936,6382
Novel,steinbrunn,34,CHAIN,6,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,6,0,5,5446,1170,6616
Novel,steinbrunn,34,CHAIN,6,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,6,0,6,5446,1404,6850
Novel,steinbrunn,34,CHAIN,6,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,6,0,7,5446,1638,7084
Novel,steinbrunn,34,CHAIN,6,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,6,0,8,5446,1872,7318
Novel,steinbrunn,34,CHAIN,6,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,6,1,1,5446,339,5785
Novel,steinbrunn,34,CHAIN,6,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,6,1,2,5446,678,6124
Novel,steinbrunn,34,CHAIN,6,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,6,1,3,5446,1017,6463
Novel,steinbrunn,34,CHAIN,6,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,6,1,4,5446,1356,6802
Novel,steinbrunn,34,CHAIN,6,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,6,1,5,5446,1695,7141
Novel,steinbrunn,34,CHAIN,6,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,6,1,6,5446,2034,7480
Novel,steinbrunn,34,CHAIN,6,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,6,1,7,5446,2373,7819
Novel,steinbrunn,34,CHAIN,6,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,6,1,8,5446,2712,8158
Novel,steinbrunn,34,CHAIN,6,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,6,2,1,5446,448,5894
Novel,steinbrunn,34,CHAIN,6,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,6,2,2,5446,896,6342
Novel,steinbrunn,34,CHAIN,6,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,6,2,3,5446,1344,6790
Novel,steinbrunn,34,CHAIN,6,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,6,2,4,5446,1792,7238
Novel,steinbrunn,34,CHAIN,6,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,6,2,5,5446,2240,7686
Novel,steinbrunn,34,CHAIN,6,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,6,2,6,5446,2688,8134
Novel,steinbrunn,34,CHAIN,6,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,6,2,7,5446,3136,8582
Novel,steinbrunn,34,CHAIN,6,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,6,2,8,5446,3584,9030
Novel,steinbrunn,34,CHAIN,6,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,7,0,1,5446,236,5682
Novel,steinbrunn,34,CHAIN,7,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,7,0,2,5446,472,5918
Novel,steinbrunn,34,CHAIN,7,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,7,0,3,5446,708,6154
Novel,steinbrunn,34,CHAIN,7,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,7,0,4,5446,944,6390
Novel,steinbrunn,34,CHAIN,7,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,7,0,5,5446,1180,6626
Novel,steinbrunn,34,CHAIN,7,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,7,0,6,5446,1416,6862
Novel,steinbrunn,34,CHAIN,7,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,7,0,7,5446,1652,7098
Novel,steinbrunn,34,CHAIN,7,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,7,0,8,5446,1888,7334
Novel,steinbrunn,34,CHAIN,7,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,7,1,1,5446,342,5788
Novel,steinbrunn,34,CHAIN,7,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,7,1,2,5446,684,6130
Novel,steinbrunn,34,CHAIN,7,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,7,1,3,5446,1026,6472
Novel,steinbrunn,34,CHAIN,7,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,7,1,4,5446,1368,6814
Novel,steinbrunn,34,CHAIN,7,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,7,1,5,5446,1710,7156
Novel,steinbrunn,34,CHAIN,7,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,7,1,6,5446,2052,7498
Novel,steinbrunn,34,CHAIN,7,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,7,1,7,5446,2394,7840
Novel,steinbrunn,34,CHAIN,7,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,7,1,8,5446,2736,8182
Novel,steinbrunn,34,CHAIN,7,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,7,2,1,5446,450,5896
Novel,steinbrunn,34,CHAIN,7,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,7,2,2,5446,900,6346
Novel,steinbrunn,34,CHAIN,7,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,7,2,3,5446,1350,6796
Novel,steinbrunn,34,CHAIN,7,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,7,2,4,5446,1800,7246
Novel,steinbrunn,34,CHAIN,7,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,7,2,5,5446,2250,7696
Novel,steinbrunn,34,CHAIN,7,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,7,2,6,5446,2700,8146
Novel,steinbrunn,34,CHAIN,7,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,7,2,7,5446,3150,8596
Novel,steinbrunn,34,CHAIN,7,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,7,2,8,5446,3600,9046
Novel,steinbrunn,34,CHAIN,7,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,8,0,1,5446,236,5682
Novel,steinbrunn,34,CHAIN,8,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,8,0,2,5446,472,5918
Novel,steinbrunn,34,CHAIN,8,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,8,0,3,5446,708,6154
Novel,steinbrunn,34,CHAIN,8,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,8,0,4,5446,944,6390
Novel,steinbrunn,34,CHAIN,8,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,8,0,5,5446,1180,6626
Novel,steinbrunn,34,CHAIN,8,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,8,0,6,5446,1416,6862
Novel,steinbrunn,34,CHAIN,8,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,8,0,7,5446,1652,7098
Novel,steinbrunn,34,CHAIN,8,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,8,0,8,5446,1888,7334
Novel,steinbrunn,34,CHAIN,8,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,8,1,1,5446,342,5788
Novel,steinbrunn,34,CHAIN,8,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,8,1,2,5446,684,6130
Novel,steinbrunn,34,CHAIN,8,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,8,1,3,5446,1026,6472
Novel,steinbrunn,34,CHAIN,8,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,8,1,4,5446,1368,6814
Novel,steinbrunn,34,CHAIN,8,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,8,1,5,5446,1710,7156
Novel,steinbrunn,34,CHAIN,8,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,8,1,6,5446,2052,7498
Novel,steinbrunn,34,CHAIN,8,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,8,1,7,5446,2394,7840
Novel,steinbrunn,34,CHAIN,8,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,8,1,8,5446,2736,8182
Novel,steinbrunn,34,CHAIN,8,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,8,2,1,5446,449,5895
Novel,steinbrunn,34,CHAIN,8,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,8,2,2,5446,898,6344
Novel,steinbrunn,34,CHAIN,8,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,8,2,3,5446,1347,6793
Novel,steinbrunn,34,CHAIN,8,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,8,2,4,5446,1796,7242
Novel,steinbrunn,34,CHAIN,8,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,8,2,5,5446,2245,7691
Novel,steinbrunn,34,CHAIN,8,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,8,2,6,5446,2694,8140
Novel,steinbrunn,34,CHAIN,8,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,8,2,7,5446,3143,8589
Novel,steinbrunn,34,CHAIN,8,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,8,2,8,5446,3592,9038
Novel,steinbrunn,34,CHAIN,8,2,8,2144,2688,4832
Legacy,steinbrunn,34,CHAIN,9,0,1,5446,236,5682
Novel,steinbrunn,34,CHAIN,9,0,1,2144,32,2176
Legacy,steinbrunn,34,CHAIN,9,0,2,5446,472,5918
Novel,steinbrunn,34,CHAIN,9,0,2,2144,96,2240
Legacy,steinbrunn,34,CHAIN,9,0,3,5446,708,6154
Novel,steinbrunn,34,CHAIN,9,0,3,2144,192,2336
Legacy,steinbrunn,34,CHAIN,9,0,4,5446,944,6390
Novel,steinbrunn,34,CHAIN,9,0,4,2144,320,2464
Legacy,steinbrunn,34,CHAIN,9,0,5,5446,1180,6626
Novel,steinbrunn,34,CHAIN,9,0,5,2144,480,2624
Legacy,steinbrunn,34,CHAIN,9,0,6,5446,1416,6862
Novel,steinbrunn,34,CHAIN,9,0,6,2144,672,2816
Legacy,steinbrunn,34,CHAIN,9,0,7,5446,1652,7098
Novel,steinbrunn,34,CHAIN,9,0,7,2144,896,3040
Legacy,steinbrunn,34,CHAIN,9,0,8,5446,1888,7334
Novel,steinbrunn,34,CHAIN,9,0,8,2144,1152,3296
Legacy,steinbrunn,34,CHAIN,9,1,1,5446,342,5788
Novel,steinbrunn,34,CHAIN,9,1,1,2144,128,2272
Legacy,steinbrunn,34,CHAIN,9,1,2,5446,684,6130
Novel,steinbrunn,34,CHAIN,9,1,2,2144,288,2432
Legacy,steinbrunn,34,CHAIN,9,1,3,5446,1026,6472
Novel,steinbrunn,34,CHAIN,9,1,3,2144,480,2624
Legacy,steinbrunn,34,CHAIN,9,1,4,5446,1368,6814
Novel,steinbrunn,34,CHAIN,9,1,4,2144,704,2848
Legacy,steinbrunn,34,CHAIN,9,1,5,5446,1710,7156
Novel,steinbrunn,34,CHAIN,9,1,5,2144,960,3104
Legacy,steinbrunn,34,CHAIN,9,1,6,5446,2052,7498
Novel,steinbrunn,34,CHAIN,9,1,6,2144,1248,3392
Legacy,steinbrunn,34,CHAIN,9,1,7,5446,2394,7840
Novel,steinbrunn,34,CHAIN,9,1,7,2144,1568,3712
Legacy,steinbrunn,34,CHAIN,9,1,8,5446,2736,8182
Novel,steinbrunn,34,CHAIN,9,1,8,2144,1920,4064
Legacy,steinbrunn,34,CHAIN,9,2,1,5446,449,5895
Novel,steinbrunn,34,CHAIN,9,2,1,2144,224,2368
Legacy,steinbrunn,34,CHAIN,9,2,2,5446,898,6344
Novel,steinbrunn,34,CHAIN,9,2,2,2144,480,2624
Legacy,steinbrunn,34,CHAIN,9,2,3,5446,1347,6793
Novel,steinbrunn,34,CHAIN,9,2,3,2144,768,2912
Legacy,steinbrunn,34,CHAIN,9,2,4,5446,1796,7242
Novel,steinbrunn,34,CHAIN,9,2,4,2144,1088,3232
Legacy,steinbrunn,34,CHAIN,9,2,5,5446,2245,7691
Novel,steinbrunn,34,CHAIN,9,2,5,2144,1440,3584
Legacy,steinbrunn,34,CHAIN,9,2,6,5446,2694,8140
Novel,steinbrunn,34,CHAIN,9,2,6,2144,1824,3968
Legacy,steinbrunn,34,CHAIN,9,2,7,5446,3143,8589
Novel,steinbrunn,34,CHAIN,9,2,7,2144,2240,4384
Legacy,steinbrunn,34,CHAIN,9,2,8,5446,3592,9038
Novel,steinbrunn,34,CHAIN,9,2,8,2144,2688,4832
Legacy,steinbrunn,38,CHAIN,0,0,1,6846,273,7119
Novel,steinbrunn,38,CHAIN,0,0,1,2700,36,2736
Legacy,steinbrunn,38,CHAIN,0,0,2,6846,546,7392
Novel,steinbrunn,38,CHAIN,0,0,2,2700,108,2808
Legacy,steinbrunn,38,CHAIN,0,0,3,6846,819,7665
Novel,steinbrunn,38,CHAIN,0,0,3,2700,216,2916
Legacy,steinbrunn,38,CHAIN,0,0,4,6846,1092,7938
Novel,steinbrunn,38,CHAIN,0,0,4,2700,360,3060
Legacy,steinbrunn,38,CHAIN,0,0,5,6846,1365,8211
Novel,steinbrunn,38,CHAIN,0,0,5,2700,540,3240
Legacy,steinbrunn,38,CHAIN,0,0,6,6846,1638,8484
Novel,steinbrunn,38,CHAIN,0,0,6,2700,756,3456
Legacy,steinbrunn,38,CHAIN,0,0,7,6846,1911,8757
Novel,steinbrunn,38,CHAIN,0,0,7,2700,1008,3708
Legacy,steinbrunn,38,CHAIN,0,0,8,6846,2184,9030
Novel,steinbrunn,38,CHAIN,0,0,8,2700,1296,3996
Legacy,steinbrunn,38,CHAIN,0,1,1,6846,393,7239
Novel,steinbrunn,38,CHAIN,0,1,1,2700,144,2844
Legacy,steinbrunn,38,CHAIN,0,1,2,6846,786,7632
Novel,steinbrunn,38,CHAIN,0,1,2,2700,324,3024
Legacy,steinbrunn,38,CHAIN,0,1,3,6846,1179,8025
Novel,steinbrunn,38,CHAIN,0,1,3,2700,540,3240
Legacy,steinbrunn,38,CHAIN,0,1,4,6846,1572,8418
Novel,steinbrunn,38,CHAIN,0,1,4,2700,792,3492
Legacy,steinbrunn,38,CHAIN,0,1,5,6846,1965,8811
Novel,steinbrunn,38,CHAIN,0,1,5,2700,1080,3780
Legacy,steinbrunn,38,CHAIN,0,1,6,6846,2358,9204
Novel,steinbrunn,38,CHAIN,0,1,6,2700,1404,4104
Legacy,steinbrunn,38,CHAIN,0,1,7,6846,2751,9597
Novel,steinbrunn,38,CHAIN,0,1,7,2700,1764,4464
Legacy,steinbrunn,38,CHAIN,0,1,8,6846,3144,9990
Novel,steinbrunn,38,CHAIN,0,1,8,2700,2160,4860
Legacy,steinbrunn,38,CHAIN,0,2,1,6846,511,7357
Novel,steinbrunn,38,CHAIN,0,2,1,2700,252,2952
Legacy,steinbrunn,38,CHAIN,0,2,2,6846,1022,7868
Novel,steinbrunn,38,CHAIN,0,2,2,2700,540,3240
Legacy,steinbrunn,38,CHAIN,0,2,3,6846,1533,8379
Novel,steinbrunn,38,CHAIN,0,2,3,2700,864,3564
Legacy,steinbrunn,38,CHAIN,0,2,4,6846,2044,8890
Novel,steinbrunn,38,CHAIN,0,2,4,2700,1224,3924
Legacy,steinbrunn,38,CHAIN,0,2,5,6846,2555,9401
Novel,steinbrunn,38,CHAIN,0,2,5,2700,1620,4320
Legacy,steinbrunn,38,CHAIN,0,2,6,6846,3066,9912
Novel,steinbrunn,38,CHAIN,0,2,6,2700,2052,4752
Legacy,steinbrunn,38,CHAIN,0,2,7,6846,3577,10423
Novel,steinbrunn,38,CHAIN,0,2,7,2700,2520,5220
Legacy,steinbrunn,38,CHAIN,0,2,8,6846,4088,10934
Novel,steinbrunn,38,CHAIN,0,2,8,2700,3024,5724
Legacy,steinbrunn,38,CHAIN,1,0,1,6846,266,7112
Novel,steinbrunn,38,CHAIN,1,0,1,2700,36,2736
Legacy,steinbrunn,38,CHAIN,1,0,2,6846,532,7378
Novel,steinbrunn,38,CHAIN,1,0,2,2700,108,2808
Legacy,steinbrunn,38,CHAIN,1,0,3,6846,798,7644
Novel,steinbrunn,38,CHAIN,1,0,3,2700,216,2916
Legacy,steinbrunn,38,CHAIN,1,0,4,6846,1064,7910
Novel,steinbrunn,38,CHAIN,1,0,4,2700,360,3060
Legacy,steinbrunn,38,CHAIN,1,0,5,6846,1330,8176
Novel,steinbrunn,38,CHAIN,1,0,5,2700,540,3240
Legacy,steinbrunn,38,CHAIN,1,0,6,6846,1596,8442
Novel,steinbrunn,38,CHAIN,1,0,6,2700,756,3456
Legacy,steinbrunn,38,CHAIN,1,0,7,6846,1862,8708
Novel,steinbrunn,38,CHAIN,1,0,7,2700,1008,3708
Legacy,steinbrunn,38,CHAIN,1,0,8,6846,2128,8974
Novel,steinbrunn,38,CHAIN,1,0,8,2700,1296,3996
Legacy,steinbrunn,38,CHAIN,1,1,1,6846,389,7235
Novel,steinbrunn,38,CHAIN,1,1,1,2700,144,2844
Legacy,steinbrunn,38,CHAIN,1,1,2,6846,778,7624
Novel,steinbrunn,38,CHAIN,1,1,2,2700,324,3024
Legacy,steinbrunn,38,CHAIN,1,1,3,6846,1167,8013
Novel,steinbrunn,38,CHAIN,1,1,3,2700,540,3240
Legacy,steinbrunn,38,CHAIN,1,1,4,6846,1556,8402
Novel,steinbrunn,38,CHAIN,1,1,4,2700,792,3492
Legacy,steinbrunn,38,CHAIN,1,1,5,6846,1945,8791
Novel,steinbrunn,38,CHAIN,1,1,5,2700,1080,3780
Legacy,steinbrunn,38,CHAIN,1,1,6,6846,2334,9180
Novel,steinbrunn,38,CHAIN,1,1,6,2700,1404,4104
Legacy,steinbrunn,38,CHAIN,1,1,7,6846,2723,9569
Novel,steinbrunn,38,CHAIN,1,1,7,2700,1764,4464
Legacy,steinbrunn,38,CHAIN,1,1,8,6846,3112,9958
Novel,steinbrunn,38,CHAIN,1,1,8,2700,2160,4860
Legacy,steinbrunn,38,CHAIN,1,2,1,6846,508,7354
Novel,steinbrunn,38,CHAIN,1,2,1,2700,252,2952
Legacy,steinbrunn,38,CHAIN,1,2,2,6846,1016,7862
Novel,steinbrunn,38,CHAIN,1,2,2,2700,540,3240
Legacy,steinbrunn,38,CHAIN,1,2,3,6846,1524,8370
Novel,steinbrunn,38,CHAIN,1,2,3,2700,864,3564
Legacy,steinbrunn,38,CHAIN,1,2,4,6846,2032,8878
Novel,steinbrunn,38,CHAIN,1,2,4,2700,1224,3924
Legacy,steinbrunn,38,CHAIN,1,2,5,6846,2540,9386
Novel,steinbrunn,38,CHAIN,1,2,5,2700,1620,4320
Legacy,steinbrunn,38,CHAIN,1,2,6,6846,3048,9894
Novel,steinbrunn,38,CHAIN,1,2,6,2700,2052,4752
Legacy,steinbrunn,38,CHAIN,1,2,7,6846,3556,10402
Novel,steinbrunn,38,CHAIN,1,2,7,2700,2520,5220
Legacy,steinbrunn,38,CHAIN,1,2,8,6846,4064,10910
Novel,steinbrunn,38,CHAIN,1,2,8,2700,3024,5724
Legacy,steinbrunn,38,CHAIN,2,0,1,6846,273,7119
Novel,steinbrunn,38,CHAIN,2,0,1,2700,36,2736
Legacy,steinbrunn,38,CHAIN,2,0,2,6846,546,7392
Novel,steinbrunn,38,CHAIN,2,0,2,2700,108,2808
Legacy,steinbrunn,38,CHAIN,2,0,3,6846,819,7665
Novel,steinbrunn,38,CHAIN,2,0,3,2700,216,2916
Legacy,steinbrunn,38,CHAIN,2,0,4,6846,1092,7938
Novel,steinbrunn,38,CHAIN,2,0,4,2700,360,3060
Legacy,steinbrunn,38,CHAIN,2,0,5,6846,1365,8211
Novel,steinbrunn,38,CHAIN,2,0,5,2700,540,3240
Legacy,steinbrunn,38,CHAIN,2,0,6,6846,1638,8484
