method,query_type,num_relations,graph_type,problem,num_decimal_pos,num_thres,num_mandatory_vars,num_approx_vars,num_total_vars
Legacy,steinbrunn,22,STAR,5,2,6,2206,1602,3808
Novel,steinbrunn,22,STAR,5,2,6,860,1140,2000
Legacy,steinbrunn,22,STAR,5,2,7,2206,1869,4075
Novel,steinbrunn,22,STAR,5,2,7,860,1400,2260
Legacy,steinbrunn,22,STAR,5,2,8,2206,2136,4342
Novel,steinbrunn,22,STAR,5,2,8,860,1680,2540
Legacy,steinbrunn,22,STAR,6,0,1,2206,133,2339
Novel,steinbrunn,22,STAR,6,0,1,860,20,880
Legacy,steinbrunn,22,STAR,6,0,2,2206,266,2472
Novel,steinbrunn,22,STAR,6,0,2,860,60,920
Legacy,steinbrunn,22,STAR,6,0,3,2206,399,2605
Novel,steinbrunn,22,STAR,6,0,3,860,120,980
Legacy,steinbrunn,22,STAR,6,0,4,2206,532,2738
Novel,steinbrunn,22,STAR,6,0,4,860,200,1060
Legacy,steinbrunn,22,STAR,6,0,5,2206,665,2871
Novel,steinbrunn,22,STAR,6,0,5,860,300,1160
Legacy,steinbrunn,22,STAR,6,0,6,2206,798,3004
Novel,steinbrunn,22,STAR,6,0,6,860,420,1280
Legacy,steinbrunn,22,STAR,6,0,7,2206,931,3137
Novel,steinbrunn,22,STAR,6,0,7,860,560,1420
Legacy,steinbrunn,22,STAR,6,0,8,2206,1064,3270
Novel,steinbrunn,22,STAR,6,0,8,860,720,1580
Legacy,steinbrunn,22,STAR,6,1,1,2206,199,2405
Novel,steinbrunn,22,STAR,6,1,1,860,80,940
Legacy,steinbrunn,22,STAR,6,1,2,2206,398,2604
Novel,steinbrunn,22,STAR,6,1,2,860,180,1040
Legacy,steinbrunn,22,STAR,6,1,3,2206,597,2803
Novel,steinbrunn,22,STAR,6,1,3,860,300,1160
Legacy,steinbrunn,22,STAR,6,1,4,2206,796,3002
Novel,steinbrunn,22,STAR,6,1,4,860,440,1300
Legacy,steinbrunn,22,STAR,6,1,5,2206,995,3201
Novel,steinbrunn,22,STAR,6,1,5,860,600,1460
Legacy,steinbrunn,22,STAR,6,1,6,2206,1194,3400
Novel,steinbrunn,22,STAR,6,1,6,860,780,1640
Legacy,steinbrunn,22,STAR,6,1,7,2206,1393,3599
Novel,steinbrunn,22,STAR,6,1,7,860,980,1840
Legacy,steinbrunn,22,STAR,6,1,8,2206,1592,3798
Novel,steinbrunn,22,STAR,6,1,8,860,1200,2060
Legacy,steinbrunn,22,STAR,6,2,1,2206,265,2471
Novel,steinbrunn,22,STAR,6,2,1,860,140,1000
Legacy,steinbrunn,22,STAR,6,2,2,2206,530,2736
Novel,steinbrunn,22,STAR,6,2,2,860,300,1160
Legacy,steinbrunn,22,STAR,6,2,3,2206,795,3001
Novel,steinbrunn,22,STAR,6,2,3,860,480,1340
Legacy,steinbrunn,22,STAR,6,2,4,2206,1060,3266
Novel,steinbrunn,22,STAR,6,2,4,860,680,1540
Legacy,steinbrunn,22,STAR,6,2,5,2206,1325,3531
Novel,steinbrunn,22,STAR,6,2,5,860,900,1760
Legacy,steinbrunn,22,STAR,6,2,6,2206,1590,3796
Novel,steinbrunn,22,STAR,6,2,6,860,1140,2000
Legacy,steinbrunn,22,STAR,6,2,7,2206,1855,4061
Novel,steinbrunn,22,STAR,6,2,7,860,1400,2260
Legacy,steinbrunn,22,STAR,6,2,8,2206,2120,4326
Novel,steinbrunn,22,STAR,6,2,8,860,1680,2540
Legacy,steinbrunn,22,STAR,7,0,1,2206,136,2342
Novel,steinbrunn,22,STAR,7,0,1,860,20,880
Legacy,steinbrunn,22,STAR,7,0,2,2206,272,2478
Novel,steinbrunn,22,STAR,7,0,2,860,60,920
Legacy,steinbrunn,22,STAR,7,0,3,2206,408,2614
Novel,steinbrunn,22,STAR,7,0,3,860,120,980
Legacy,steinbrunn,22,STAR,7,0,4,2206,544,2750
Novel,steinbrunn,22,STAR,7,0,4,860,200,1060
Legacy,steinbrunn,22,STAR,7,0,5,2206,680,2886
Novel,steinbrunn,22,STAR,7,0,5,860,300,1160
Legacy,steinbrunn,22,STAR,7,0,6,2206,816,3022
Novel,steinbrunn,22,STAR,7,0,6,860,420,1280
Legacy,steinbrunn,22,STAR,7,0,7,2206,952,3158
Novel,steinbrunn,22,STAR,7,0,7,860,560,1420
Legacy,steinbrunn,22,STAR,7,0,8,2206,1088,3294
Novel,steinbrunn,22,STAR,7,0,8,860,720,1580
Legacy,steinbrunn,22,STAR,7,1,1,2206,203,2409
Novel,steinbrunn,22,STAR,7,1,1,860,80,940
Legacy,steinbrunn,22,STAR,7,1,2,2206,406,2612
Novel,steinbrunn,22,STAR,7,1,2,860,180,1040
Legacy,steinbrunn,22,STAR,7,1,3,2206,609,2815
Novel,steinbrunn,22,STAR,7,1,3,860,300,1160
Legacy,steinbrunn,22,STAR,7,1,4,2206,812,3018
Novel,steinbrunn,22,STAR,7,1,4,860,440,1300
Legacy,steinbrunn,22,STAR,7,1,5,2206,1015,3221
Novel,steinbrunn,22,STAR,7,1,5,860,600,1460
Legacy,steinbrunn,22,STAR,7,1,6,2206,1218,3424
Novel,steinbrunn,22,STAR,7,1,6,860,780,1640
Legacy,steinbrunn,22,STAR,7,1,7,2206,1421,3627
Novel,steinbrunn,22,STAR,7,1,7,860,980,1840
Legacy,steinbrunn,22,STAR,7,1,8,2206,1624,3830
Novel,steinbrunn,22,STAR,7,1,8,860,1200,2060
Legacy,steinbrunn,22,STAR,7,2,1,2206,268,2474
Novel,steinbrunn,22,STAR,7,2,1,860,140,1000
Legacy,steinbrunn,22,STAR,7,2,2,2206,536,2742
Novel,steinbrunn,22,STAR,7,2,2,860,300,1160
Legacy,steinbrunn,22,STAR,7,2,3,2206,804,3010
Novel,steinbrunn,22,STAR,7,2,3,860,480,1340
Legacy,steinbrunn,22,STAR,7,2,4,2206,1072,3278
Novel,steinbrunn,22,STAR,7,2,4,860,680,1540
Legacy,steinbrunn,22,STAR,7,2,5,2206,1340,3546
Novel,steinbrunn,22,STAR,7,2,5,860,900,1760
Legacy,steinbrunn,22,STAR,7,2,6,2206,1608,3814
Novel,steinbrunn,22,STAR,7,2,6,860,1140,2000
Legacy,steinbrunn,22,STAR,7,2,7,2206,1876,4082
Novel,steinbrunn,22,STAR,7,2,7,860,1400,2260
Legacy,steinbrunn,22,STAR,7,2,8,2206,2144,4350
Novel,steinbrunn,22,STAR,7,2,8,860,1680,2540
Legacy,steinbrunn,22,STAR,8,0,1,2206,135,2341
Novel,steinbrunn,22,STAR,8,0,1,860,20,880
Legacy,steinbrunn,22,STAR,8,0,2,2206,270,2476
Novel,steinbrunn,22,STAR,8,0,2,860,60,920
Legacy,steinbrunn,22,STAR,8,0,3,2206,405,2611
Novel,steinbrunn,22,STAR,8,0,3,860,120,980
Legacy,steinbrunn,22,STAR,8,0,4,2206,540,2746
Novel,steinbrunn,22,STAR,8,0,4,860,200,1060
Legacy,steinbrunn,22,STAR,8,0,5,2206,675,2881
Novel,steinbrunn,22,STAR,8,0,5,860,300,1160
Legacy,steinbrunn,22,STAR,8,0,6,2206,810,3016
Novel,steinbrunn,22,STAR,8,0,6,860,420,1280
Legacy,steinbrunn,22,STAR,8,0,7,2206,945,3151
Novel,steinbrunn,22,STAR,8,0,7,860,560,1420
Legacy,steinbrunn,22,STAR,8,0,8,2206,1080,3286
Novel,steinbrunn,22,STAR,8,0,8,860,720,1580
Legacy,steinbrunn,22,STAR,8,1,1,2206,203,2409
Novel,steinbrunn,22,STAR,8,1,1,860,80,940
Legacy,steinbrunn,22,STAR,8,1,2,2206,406,2612
Novel,steinbrunn,22,STAR,8,1,2,860,180,1040
Legacy,steinbrunn,22,STAR,8,1,3,2206,609,2815
Novel,steinbrunn,22,STAR,8,1,3,860,300,1160
Legacy,steinbrunn,22,STAR,8,1,4,2206,812,3018
Novel,steinbrunn,22,STAR,8,1,4,860,440,1300
Legacy,steinbrunn,22,STAR,8,1,5,2206,1015,3221
Novel,steinbrunn,22,STAR,8,1,5,860,600,1460
Legacy,steinbrunn,22,STAR,8,1,6,2206,1218,3424
Novel,steinbrunn,22,STAR,8,1,6,860,780,1640
Legacy,steinbrunn,22,STAR,8,1,7,2206,1421,3627
Novel,steinbrunn,22,STAR,8,1,7,860,980,1840
Legacy,steinbrunn,22,STAR,8,1,8,2206,1624,3830
Novel,steinbrunn,22,STAR,8,1,8,860,1200,2060
Legacy,steinbrunn,22,STAR,8,2,1,2206,267,2473
Novel,steinbrunn,22,STAR,8,2,1,860,140,1000
Legacy,steinbrunn,22,STAR,8,2,2,2206,534,2740
Novel,steinbrunn,22,STAR,8,2,2,860,300,1160
Legacy,steinbrunn,22,STAR,8,2,3,2206,801,3007
Novel,steinbrunn,22,STAR,8,2,3,860,480,1340
Legacy,steinbrunn,22,STAR,8,2,4,2206,1068,3274
Novel,steinbrunn,22,STAR,8,2,4,860,680,1540
Legacy,steinbrunn,22,STAR,8,2,5,2206,1335,3541
Novel,steinbrunn,22,STAR,8,2,5,860,900,1760
Legacy,steinbrunn,22,STAR,8,2,6,2206,1602,3808
Novel,steinbrunn,22,STAR,8,2,6,860,1140,2000
Legacy,steinbrunn,22,STAR,8,2,7,2206,1869,4075
Novel,steinbrunn,22,STAR,8,2,7,860,1400,2260
Legacy,steinbrunn,22,STAR,8,2,8,2206,2136,4342
Novel,steinbrunn,22,STAR,8,2,8,860,1680,2540
Legacy,steinbrunn,22,STAR,9,0,1,2206,134,2340
Novel,steinbrunn,22,STAR,9,0,1,860,20,880
Legacy,steinbrunn,22,STAR,9,0,2,2206,268,2474
Novel,steinbrunn,22,STAR,9,0,2,860,60,920
Legacy,steinbrunn,22,STAR,9,0,3,2206,402,2608
Novel,steinbrunn,22,STAR,9,0,3,860,120,980
Legacy,steinbrunn,22,STAR,9,0,4,2206,536,2742
Novel,steinbrunn,22,STAR,9,0,4,860,200,1060
Legacy,steinbrunn,22,STAR,9,0,5,2206,670,2876
Novel,steinbrunn,22,STAR,9,0,5,860,300,1160
Legacy,steinbrunn,22,STAR,9,0,6,2206,804,3010
Novel,steinbrunn,22,STAR,9,0,6,860,420,1280
Legacy,steinbrunn,22,STAR,9,0,7,2206,938,3144
Novel,steinbrunn,22,STAR,9,0,7,860,560,1420
Legacy,steinbrunn,22,STAR,9,0,8,2206,1072,3278
Novel,steinbrunn,22,STAR,9,0,8,860,720,1580
Legacy,steinbrunn,22,STAR,9,1,1,2206,202,2408
Novel,steinbrunn,22,STAR,9,1,1,860,80,940
Legacy,steinbrunn,22,STAR,9,1,2,2206,404,2610
Novel,steinbrunn,22,STAR,9,1,2,860,180,1040
Legacy,steinbrunn,22,STAR,9,1,3,2206,606,2812
Novel,steinbrunn,22,STAR,9,1,3,860,300,1160
Legacy,steinbrunn,22,STAR,9,1,4,2206,808,3014
Novel,steinbrunn,22,STAR,9,1,4,860,440,1300
Legacy,steinbrunn,22,STAR,9,1,5,2206,1010,3216
Novel,steinbrunn,22,STAR,9,1,5,860,600,1460
Legacy,steinbrunn,22,STAR,9,1,6,2206,1212,3418
Novel,steinbrunn,22,STAR,9,1,6,860,780,1640
Legacy,steinbrunn,22,STAR,9,1,7,2206,1414,3620
Novel,steinbrunn,22,STAR,9,1,7,860,980,1840
Legacy,steinbrunn,22,STAR,9,1,8,2206,1616,3822
Novel,steinbrunn,22,STAR,9,1,8,860,1200,2060
Legacy,steinbrunn,22,STAR,9,2,1,2206,267,2473
Novel,steinbrunn,22,STAR,9,2,1,860,140,1000
Legacy,steinbrunn,22,STAR,9,2,2,2206,534,2740
Novel,steinbrunn,22,STAR,9,2,2,860,300,1160
Legacy,steinbrunn,22,STAR,9,2,3,2206,801,3007
Novel,steinbrunn,22,STAR,9,2,3,860,480,1340
Legacy,steinbrunn,22,STAR,9,2,4,2206,1068,3274
Novel,steinbrunn,22,STAR,9,2,4,860,680,1540
Legacy,steinbrunn,22,STAR,9,2,5,2206,1335,3541
Novel,steinbrunn,22,STAR,9,2,5,860,900,1760
Legacy,steinbrunn,22,STAR,9,2,6,2206,1602,3808
Novel,steinbrunn,22,STAR,9,2,6,860,1140,2000
Legacy,steinbrunn,22,STAR,9,2,7,2206,1869,4075
Novel,steinbrunn,22,STAR,9,2,7,860,1400,2260
Legacy,steinbrunn,22,STAR,9,2,8,2206,2136,4342
Novel,steinbrunn,22,STAR,9,2,8,860,1680,2540
Legacy,steinbrunn,26,STAR,0,0,1,3126,172,3298
Novel,steinbrunn,26,STAR,0,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,0,0,2,3126,344,3470
Novel,steinbrunn,26,STAR,0,0,2,1224,72,1296
Legacy,steinbrunn,26,STAR,0,0,3,3126,516,3642
Novel,steinbrunn,26,STAR,0,0,3,1224,144,1368
Legacy,steinbrunn,26,STAR,0,0,4,3126,688,3814
Novel,steinbrunn,26,STAR,0,0,4,1224,240,1464
Legacy,steinbrunn,26,STAR,0,0,5,3126,860,3986
Novel,steinbrunn,26,STAR,0,0,5,1224,360,1584
Legacy,steinbrunn,26,STAR,0,0,6,3126,1032,4158
Novel,steinbrunn,26,STAR,0,0,6,1224,504,1728
Legacy,steinbrunn,26,STAR,0,0,7,3126,1204,4330
Novel,steinbrunn,26,STAR,0,0,7,1224,672,1896
Legacy,steinbrunn,26,STAR,0,0,8,3126,1376,4502
Novel,steinbrunn,26,STAR,0,0,8,1224,864,2088
Legacy,steinbrunn,26,STAR,0,1,1,3126,249,3375
Novel,steinbrunn,26,STAR,0,1,1,1224,96,1320
Legacy,steinbrunn,26,STAR,0,1,2,3126,498,3624
Novel,steinbrunn,26,STAR,0,1,2,1224,216,1440
Legacy,steinbrunn,26,STAR,0,1,3,3126,747,3873
Novel,steinbrunn,26,STAR,0,1,3,1224,360,1584
Legacy,steinbrunn,26,STAR,0,1,4,3126,996,4122
Novel,steinbrunn,26,STAR,0,1,4,1224,528,1752
Legacy,steinbrunn,26,STAR,0,1,5,3126,1245,4371
Novel,steinbrunn,26,STAR,0,1,5,1224,720,1944
Legacy,steinbrunn,26,STAR,0,1,6,3126,1494,4620
Novel,steinbrunn,26,STAR,0,1,6,1224,936,2160
Legacy,steinbrunn,26,STAR,0,1,7,3126,1743,4869
Novel,steinbrunn,26,STAR,0,1,7,1224,1176,2400
Legacy,steinbrunn,26,STAR,0,1,8,3126,1992,5118
Novel,steinbrunn,26,STAR,0,1,8,1224,1440,2664
Legacy,steinbrunn,26,STAR,0,2,1,3126,330,3456
Novel,steinbrunn,26,STAR,0,2,1,1224,168,1392
Legacy,steinbrunn,26,STAR,0,2,2,3126,660,3786
Novel,steinbrunn,26,STAR,0,2,2,1224,360,1584
Legacy,steinbrunn,26,STAR,0,2,3,3126,990,4116
Novel,steinbrunn,26,STAR,0,2,3,1224,576,1800
Legacy,steinbrunn,26,STAR,0,2,4,3126,1320,4446
Novel,steinbrunn,26,STAR,0,2,4,1224,816,2040
Legacy,steinbrunn,26,STAR,0,2,5,3126,1650,4776
Novel,steinbrunn,26,STAR,0,2,5,1224,1080,2304
Legacy,steinbrunn,26,STAR,0,2,6,3126,1980,5106
Novel,steinbrunn,26,STAR,0,2,6,1224,1368,2592
Legacy,steinbrunn,26,STAR,0,2,7,3126,2310,5436
Novel,steinbrunn,26,STAR,0,2,7,1224,1680,2904
Legacy,steinbrunn,26,STAR,0,2,8,3126,2640,5766
Novel,steinbrunn,26,STAR,0,2,8,1224,2016,3240
Legacy,steinbrunn,26,STAR,1,0,1,3126,168,3294
Novel,steinbrunn,26,STAR,1,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,1,0,2,3126,336,3462
Novel,steinbrunn,26,STAR,1,0,2,1224,72,1296
Legacy,steinbrunn,26,STAR,1,0,3,3126,504,3630
Novel,steinbrunn,26,STAR,1,0,3,1224,144,1368
Legacy,steinbrunn,26,STAR,1,0,4,3126,672,3798
Novel,steinbrunn,26,STAR,1,0,4,1224,240,1464
Legacy,steinbrunn,26,STAR,1,0,5,3126,840,3966
Novel,steinbrunn,26,STAR,1,0,5,1224,360,1584
Legacy,steinbrunn,26,STAR,1,0,6,3126,1008,4134
Novel,steinbrunn,26,STAR,1,0,6,1224,504,1728
Legacy,steinbrunn,26,STAR,1,0,7,3126,1176,4302
Novel,steinbrunn,26,STAR,1,0,7,1224,672,1896
Legacy,steinbrunn,26,STAR,1,0,8,3126,1344,4470
Novel,steinbrunn,26,STAR,1,0,8,1224,864,2088
Legacy,steinbrunn,26,STAR,1,1,1,3126,246,3372
Novel,steinbrunn,26,STAR,1,1,1,1224,96,1320
Legacy,steinbrunn,26,STAR,1,1,2,3126,492,3618
Novel,steinbrunn,26,STAR,1,1,2,1224,216,1440
Legacy,steinbrunn,26,STAR,1,1,3,3126,738,3864
Novel,steinbrunn,26,STAR,1,1,3,1224,360,1584
Legacy,steinbrunn,26,STAR,1,1,4,3126,984,4110
Novel,steinbrunn,26,STAR,1,1,4,1224,528,1752
Legacy,steinbrunn,26,STAR,1,1,5,3126,1230,4356
Novel,steinbrunn,26,STAR,1,1,5,1224,720,1944
Legacy,steinbrunn,26,STAR,1,1,6,3126,1476,4602
Novel,steinbrunn,26,STAR,1,1,6,1224,936,2160
Legacy,steinbrunn,26,STAR,1,1,7,3126,1722,4848
Novel,steinbrunn,26,STAR,1,1,7,1224,1176,2400
Legacy,steinbrunn,26,STAR,1,1,8,3126,1968,5094
Novel,steinbrunn,26,STAR,1,1,8,1224,1440,2664
Legacy,steinbrunn,26,STAR,1,2,1,3126,323,3449
Novel,steinbrunn,26,STAR,1,2,1,1224,168,1392
Legacy,steinbrunn,26,STAR,1,2,2,3126,646,3772
Novel,steinbrunn,26,STAR,1,2,2,1224,360,1584
Legacy,steinbrunn,26,STAR,1,2,3,3126,969,4095
Novel,steinbrunn,26,STAR,1,2,3,1224,576,1800
Legacy,steinbrunn,26,STAR,1,2,4,3126,1292,4418
Novel,steinbrunn,26,STAR,1,2,4,1224,816,2040
Legacy,steinbrunn,26,STAR,1,2,5,3126,1615,4741
Novel,steinbrunn,26,STAR,1,2,5,1224,1080,2304
Legacy,steinbrunn,26,STAR,1,2,6,3126,1938,5064
Novel,steinbrunn,26,STAR,1,2,6,1224,1368,2592
Legacy,steinbrunn,26,STAR,1,2,7,3126,2261,5387
Novel,steinbrunn,26,STAR,1,2,7,1224,1680,2904
Legacy,steinbrunn,26,STAR,1,2,8,3126,2584,5710
Novel,steinbrunn,26,STAR,1,2,8,1224,2016,3240
Legacy,steinbrunn,26,STAR,2,0,1,3126,169,3295
Novel,steinbrunn,26,STAR,2,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,2,0,2,3126,338,3464
Novel,steinbrunn,26,STAR,2,0,2,1224,72,1296
Legacy,steinbrunn,26,STAR,2,0,3,3126,507,3633
Novel,steinbrunn,26,STAR,2,0,3,1224,144,1368
Legacy,steinbrunn,26,STAR,2,0,4,3126,676,3802
Novel,steinbrunn,26,STAR,2,0,4,1224,240,1464
Legacy,steinbrunn,26,STAR,2,0,5,3126,845,3971
Novel,steinbrunn,26,STAR,2,0,5,1224,360,1584
Legacy,steinbrunn,26,STAR,2,0,6,3126,1014,4140
Novel,steinbrunn,26,STAR,2,0,6,1224,504,1728
Legacy,steinbrunn,26,STAR,2,0,7,3126,1183,4309
Novel,steinbrunn,26,STAR,2,0,7,1224,672,1896
Legacy,steinbrunn,26,STAR,2,0,8,3126,1352,4478
Novel,steinbrunn,26,STAR,2,0,8,1224,864,2088
Legacy,steinbrunn,26,STAR,2,1,1,3126,248,3374
Novel,steinbrunn,26,STAR,2,1,1,1224,96,1320
Legacy,steinbrunn,26,STAR,2,1,2,3126,496,3622
Novel,steinbrunn,26,STAR,2,1,2,1224,216,1440
Legacy,steinbrunn,26,STAR,2,1,3,3126,744,3870
Novel,steinbrunn,26,STAR,2,1,3,1224,360,1584
Legacy,steinbrunn,26,STAR,2,1,4,3126,992,4118
Novel,steinbrunn,26,STAR,2,1,4,1224,528,1752
Legacy,steinbrunn,26,STAR,2,1,5,3126,1240,4366
Novel,steinbrunn,26,STAR,2,1,5,1224,720,1944
Legacy,steinbrunn,26,STAR,2,1,6,3126,1488,4614
Novel,steinbrunn,26,STAR,2,1,6,1224,936,2160
Legacy,steinbrunn,26,STAR,2,1,7,3126,1736,4862
Novel,steinbrunn,26,STAR,2,1,7,1224,1176,2400
Legacy,steinbrunn,26,STAR,2,1,8,3126,1984,5110
Novel,steinbrunn,26,STAR,2,1,8,1224,1440,2664
Legacy,steinbrunn,26,STAR,2,2,1,3126,325,3451
Novel,steinbrunn,26,STAR,2,2,1,1224,168,1392
Legacy,steinbrunn,26,STAR,2,2,2,3126,650,3776
Novel,steinbrunn,26,STAR,2,2,2,1224,360,1584
Legacy,steinbrunn,26,STAR,2,2,3,3126,975,4101
Novel,steinbrunn,26,STAR,2,2,3,1224,576,1800
Legacy,steinbrunn,26,STAR,2,2,4,3126,1300,4426
Novel,steinbrunn,26,STAR,2,2,4,1224,816,2040
Legacy,steinbrunn,26,STAR,2,2,5,3126,1625,4751
Novel,steinbrunn,26,STAR,2,2,5,1224,1080,2304
Legacy,steinbrunn,26,STAR,2,2,6,3126,1950,5076
Novel,steinbrunn,26,STAR,2,2,6,1224,1368,2592
Legacy,steinbrunn,26,STAR,2,2,7,3126,2275,5401
Novel,steinbrunn,26,STAR,2,2,7,1224,1680,2904
Legacy,steinbrunn,26,STAR,2,2,8,3126,2600,5726
Novel,steinbrunn,26,STAR,2,2,8,1224,2016,3240
Legacy,steinbrunn,26,STAR,3,0,1,3126,170,3296
Novel,steinbrunn,26,STAR,3,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,3,0,2,3126,340,3466
Novel,steinbrunn,26,STAR,3,0,2,1224,72,1296
Legacy,steinbrunn,26,STAR,3,0,3,3126,510,3636
Novel,steinbrunn,26,STAR,3,0,3,1224,144,1368
Legacy,steinbrunn,26,STAR,3,0,4,3126,680,3806
Novel,steinbrunn,26,STAR,3,0,4,1224,240,1464
Legacy,steinbrunn,26,STAR,3,0,5,3126,850,3976
Novel,steinbrunn,26,STAR,3,0,5,1224,360,1584
Legacy,steinbrunn,26,STAR,3,0,6,3126,1020,4146
Novel,steinbrunn,26,STAR,3,0,6,1224,504,1728
Legacy,steinbrunn,26,STAR,3,0,7,3126,1190,4316
Novel,steinbrunn,26,STAR,3,0,7,1224,672,1896
Legacy,steinbrunn,26,STAR,3,0,8,3126,1360,4486
Novel,steinbrunn,26,STAR,3,0,8,1224,864,2088
Legacy,steinbrunn,26,STAR,3,1,1,3126,248,3374
Novel,steinbrunn,26,STAR,3,1,1,1224,96,1320
Legacy,steinbrunn,26,STAR,3,1,2,3126,496,3622
Novel,steinbrunn,26,STAR,3,1,2,1224,216,1440
Legacy,steinbrunn,26,STAR,3,1,3,3126,744,3870
Novel,steinbrunn,26,STAR,3,1,3,1224,360,1584
Legacy,steinbrunn,26,STAR,3,1,4,3126,992,4118
Novel,steinbrunn,26,STAR,3,1,4,1224,528,1752
Legacy,steinbrunn,26,STAR,3,1,5,3126,1240,4366
Novel,steinbrunn,26,STAR,3,1,5,1224,720,1944
Legacy,steinbrunn,26,STAR,3,1,6,3126,1488,4614
Novel,steinbrunn,26,STAR,3,1,6,1224,936,2160
Legacy,steinbrunn,26,STAR,3,1,7,3126,1736,4862
Novel,steinbrunn,26,STAR,3,1,7,1224,1176,2400
Legacy,steinbrunn,26,STAR,3,1,8,3126,1984,5110
Novel,steinbrunn,26,STAR,3,1,8,1224,1440,2664
Legacy,steinbrunn,26,STAR,3,2,1,3126,325,3451
Novel,steinbrunn,26,STAR,3,2,1,1224,168,1392
Legacy,steinbrunn,26,STAR,3,2,2,3126,650,3776
Novel,steinbrunn,26,STAR,3,2,2,1224,360,1584
Legacy,steinbrunn,26,STAR,3,2,3,3126,975,4101
Novel,steinbrunn,26,STAR,3,2,3,1224,576,1800
Legacy,steinbrunn,26,STAR,3,2,4,3126,1300,4426
Novel,steinbrunn,26,STAR,3,2,4,1224,816,2040
Legacy,steinbrunn,26,STAR,3,2,5,3126,1625,4751
Novel,steinbrunn,26,STAR,3,2,5,1224,1080,2304
Legacy,steinbrunn,26,STAR,3,2,6,3126,1950,5076
Novel,steinbrunn,26,STAR,3,2,6,1224,1368,2592
Legacy,steinbrunn,26,STAR,3,2,7,3126,2275,5401
Novel,steinbrunn,26,STAR,3,2,7,1224,1680,2904
Legacy,steinbrunn,26,STAR,3,2,8,3126,2600,5726
Novel,steinbrunn,26,STAR,3,2,8,1224,2016,3240
Legacy,steinbrunn,26,STAR,4,0,1,3126,170,3296
Novel,steinbrunn,26,STAR,4,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,4,0,2,3126,340,3466
Novel,steinbrunn,26,STAR,4,0,2,1224,72,1296
Legacy,steinbrunn,26,STAR,4,0,3,3126,510,3636
Novel,steinbrunn,26,STAR,4,0,3,1224,144,1368
Legacy,steinbrunn,26,STAR,4,0,4,3126,680,3806
Novel,steinbrunn,26,STAR,4,0,4,1224,240,1464
Legacy,steinbrunn,26,STAR,4,0,5,3126,850,3976
Novel,steinbrunn,26,STAR,4,0,5,1224,360,1584
Legacy,steinbrunn,26,STAR,4,0,6,3126,1020,4146
Novel,steinbrunn,26,STAR,4,0,6,1224,504,1728
Legacy,steinbrunn,26,STAR,4,0,7,3126,1190,4316
Novel,steinbrunn,26,STAR,4,0,7,1224,672,1896
Legacy,steinbrunn,26,STAR,4,0,8,3126,1360,4486
Novel,steinbrunn,26,STAR,4,0,8,1224,864,2088
Legacy,steinbrunn,26,STAR,4,1,1,3126,248,3374
Novel,steinbrunn,26,STAR,4,1,1,1224,96,1320
Legacy,steinbrunn,26,STAR,4,1,2,3126,496,3622
Novel,steinbrunn,26,STAR,4,1,2,1224,216,1440
Legacy,steinbrunn,26,STAR,4,1,3,3126,744,3870
Novel,steinbrunn,26,STAR,4,1,3,1224,360,1584
Legacy,steinbrunn,26,STAR,4,1,4,3126,992,4118
Novel,steinbrunn,26,STAR,4,1,4,1224,528,1752
Legacy,steinbrunn,26,STAR,4,1,5,3126,1240,4366
Novel,steinbrunn,26,STAR,4,1,5,1224,720,1944
Legacy,steinbrunn,26,STAR,4,1,6,3126,1488,4614
Novel,steinbrunn,26,STAR,4,1,6,1224,936,2160
Legacy,steinbrunn,26,STAR,4,1,7,3126,1736,4862
Novel,steinbrunn,26,STAR,4,1,7,1224,1176,2400
Legacy,steinbrunn,26,STAR,4,1,8,3126,1984,5110
Novel,steinbrunn,26,STAR,4,1,8,1224,1440,2664
Legacy,steinbrunn,26,STAR,4,2,1,3126,326,3452
Novel,steinbrunn,26,STAR,4,2,1,1224,168,1392
Legacy,steinbrunn,26,STAR,4,2,2,3126,652,3778
Novel,steinbrunn,26,STAR,4,2,2,1224,360,1584
Legacy,steinbrunn,26,STAR,4,2,3,3126,978,4104
Novel,steinbrunn,26,STAR,4,2,3,1224,576,1800
Legacy,steinbrunn,26,STAR,4,2,4,3126,1304,4430
Novel,steinbrunn,26,STAR,4,2,4,1224,816,2040
Legacy,steinbrunn,26,STAR,4,2,5,3126,1630,4756
Novel,steinbrunn,26,STAR,4,2,5,1224,1080,2304
Legacy,steinbrunn,26,STAR,4,2,6,3126,1956,5082
Novel,steinbrunn,26,STAR,4,2,6,1224,1368,2592
Legacy,steinbrunn,26,STAR,4,2,7,3126,2282,5408
Novel,steinbrunn,26,STAR,4,2,7,1224,1680,2904
Legacy,steinbrunn,26,STAR,4,2,8,3126,2608,5734
Novel,steinbrunn,26,STAR,4,2,8,1224,2016,3240
Legacy,steinbrunn,26,STAR,5,0,1,3126,169,3295
Novel,steinbrunn,26,STAR,5,0,1,1224,24,1248
Legacy,steinbrunn,26,STAR,5,0,2,3126,338,3464
